hospital_id,survey_id,overall_rating,comments,optional_fields_omitted
Hospital #382,S07628,4,"Very satisfied with treatment",0
Hospital #382,S07629,4,"Would recommend to friends",0
Hospital #382,S07630,4,"Professional environment",1
Hospital #382,S07631,5,"Good experience overall",0
Hospital #382,S07632,5,"Professional environment",1
Hospital #382,S07633,5,"Very satisfied with treatment",0
Hospital #382,S07634,5,"Good experience overall",0
Hospital #382,S07635,5,"Professional environment",0
Hospital #382,S07636,5,"Nursing staff was attentive",1
Hospital #382,S07637,3,"Unresolved complaints",2
Hospital #382,S07638,1,"Poor communication about diagnosis",0
Hospital #382,S07639,1,"Rude front desk staff",2
Hospital #382,S07640,1,"Medication explanation unclear",2
Hospital #383,S07641,4,"Good experience overall",1
Hospital #383,S07642,4,"Professional environment",1
Hospital #383,S07643,4,"Professional environment",0
Hospital #383,S07644,4,"Very satisfied with treatment",0
Hospital #383,S07645,5,"Quick and efficient service",0
Hospital #383,S07646,5,"Professional environment",0
Hospital #383,S07647,5,"Clean facilities",0
Hospital #383,S07648,5,"Clean facilities",0
Hospital #383,S07649,4,"Clean facilities",1
Hospital #383,S07650,4,"Would recommend to friends",1
Hospital #383,S07651,5,"Professional environment",1
Hospital #383,S07652,5,"Good experience overall",1
Hospital #383,S07653,4,"Nursing staff was attentive",0
Hospital #383,S07654,4,"Would recommend to friends",1
Hospital #383,S07655,5,"Very satisfied with treatment",1
Hospital #383,S07656,5,"Good experience overall",0
Hospital #383,S07657,1,"Average service at best",2
Hospital #383,S07658,2,"Medication explanation unclear",1
Hospital #383,S07659,3,"Unresolved complaints",0
Hospital #383,S07660,3,"Unresolved complaints",2
Hospital #384,S07661,5,"Would recommend to friends",1
Hospital #384,S07662,4,"Very satisfied with treatment",1
Hospital #384,S07663,4,"Professional environment",0
Hospital #384,S07664,4,"Very satisfied with treatment",1
Hospital #384,S07665,4,"Excellent care from Dr. Smith",0
Hospital #384,S07666,5,"Professional environment",0
Hospital #384,S07667,4,"Excellent care from Dr. Smith",0
Hospital #384,S07668,4,"Clean facilities",0
Hospital #384,S07669,5,"Clean facilities",1
Hospital #384,S07670,5,"Nursing staff was attentive",1
Hospital #384,S07671,5,"Quick and efficient service",0
Hospital #384,S07672,4,"Very satisfied with treatment",1
Hospital #384,S07673,4,"Very satisfied with treatment",1
Hospital #384,S07674,4,"Would recommend to friends",1
Hospital #384,S07675,4,"Quick and efficient service",1
Hospital #384,S07676,5,"Would recommend to friends",1
Hospital #384,S07677,1,"Unresolved complaints",2
Hospital #384,S07678,2,"Average service at best",1
Hospital #384,S07679,2,"Rude front desk staff",2
Hospital #384,S07680,1,"Billing issues unresolved",0
Hospital #385,S07681,5,"Quick and efficient service",0
Hospital #385,S07682,4,"Good experience overall",1
Hospital #385,S07683,4,"Very satisfied with treatment",1
Hospital #385,S07684,5,"Professional environment",1
Hospital #385,S07685,4,"Very satisfied with treatment",1
Hospital #385,S07686,4,"Quick and efficient service",0
Hospital #385,S07687,5,"Excellent care from Dr. Smith",0
Hospital #385,S07688,5,"Very satisfied with treatment",1
Hospital #385,S07689,5,"Would recommend to friends",1
Hospital #385,S07690,5,"Quick and efficient service",1
Hospital #385,S07691,4,"Quick and efficient service",1
Hospital #385,S07692,4,"Good experience overall",1
Hospital #385,S07693,4,"Good experience overall",0
Hospital #385,S07694,4,"Professional environment",0
Hospital #385,S07695,5,"Excellent care from Dr. Smith",0
Hospital #385,S07696,4,"Very satisfied with treatment",0
Hospital #385,S07697,2,"Long wait time in ER",1
Hospital #385,S07698,2,"Medication explanation unclear",2
Hospital #385,S07699,2,"Rude front desk staff",1
Hospital #385,S07700,1,"Discharged too early",1
Hospital #386,S07701,4,"Clean facilities",0
Hospital #386,S07702,5,"Quick and efficient service",1
Hospital #386,S07703,5,"Excellent care from Dr. Smith",1
Hospital #386,S07704,5,"Excellent care from Dr. Smith",1
Hospital #386,S07705,4,"Professional environment",1
Hospital #386,S07706,4,"Good experience overall",1
Hospital #386,S07707,5,"Professional environment",1
Hospital #386,S07708,4,"Nursing staff was attentive",1
Hospital #386,S07709,5,"Excellent care from Dr. Smith",0
Hospital #386,S07710,4,"Good experience overall",1
Hospital #386,S07711,5,"Good experience overall",0
Hospital #386,S07712,4,"Excellent care from Dr. Smith",0
Hospital #386,S07713,5,"Would recommend to friends",0
Hospital #386,S07714,4,"Would recommend to friends",0
Hospital #386,S07715,5,"Would recommend to friends",0
Hospital #386,S07716,5,"Good experience overall",0
Hospital #386,S07717,2,"Long wait time in ER",2
Hospital #386,S07718,2,"Billing issues unresolved",0
Hospital #386,S07719,1,"Poor communication about diagnosis",1
Hospital #386,S07720,1,"Rude front desk staff",1
Hospital #387,S07721,5,"Very satisfied with treatment",1
Hospital #387,S07722,4,"Nursing staff was attentive",1
Hospital #387,S07723,4,"Excellent care from Dr. Smith",1
Hospital #387,S07724,5,"Nursing staff was attentive",0
Hospital #387,S07725,5,"Very satisfied with treatment",1
Hospital #387,S07726,5,"Professional environment",0
Hospital #387,S07727,5,"Very satisfied with treatment",0
Hospital #387,S07728,5,"Professional environment",0
Hospital #387,S07729,4,"Professional environment",1
Hospital #387,S07730,5,"Good experience overall",0
Hospital #387,S07731,4,"Good experience overall",1
Hospital #387,S07732,4,"Very satisfied with treatment",0
Hospital #387,S07733,5,"Professional environment",0
Hospital #387,S07734,5,"Nursing staff was attentive",0
Hospital #387,S07735,5,"Good experience overall",1
Hospital #387,S07736,5,"Excellent care from Dr. Smith",1
Hospital #387,S07737,3,"Long wait time in ER",2
Hospital #387,S07738,1,"Average service at best",2
Hospital #387,S07739,2,"Poor communication about diagnosis",1
Hospital #387,S07740,1,"Unresolved complaints",2
Hospital #388,S07741,4,"Excellent care from Dr. Smith",1
Hospital #388,S07742,4,"Good experience overall",0
Hospital #388,S07743,4,"Good experience overall",0
Hospital #388,S07744,4,"Would recommend to friends",0
Hospital #388,S07745,5,"Clean facilities",1
Hospital #388,S07746,4,"Very satisfied with treatment",1
Hospital #388,S07747,5,"Good experience overall",1
Hospital #388,S07748,5,"Very satisfied with treatment",1
Hospital #388,S07749,5,"Quick and efficient service",1
Hospital #388,S07750,4,"Good experience overall",1
Hospital #388,S07751,5,"Would recommend to friends",1
Hospital #388,S07752,5,"Professional environment",0
Hospital #388,S07753,4,"Professional environment",0
Hospital #388,S07754,4,"Quick and efficient service",1
Hospital #388,S07755,5,"Clean facilities",0
Hospital #388,S07756,4,"Quick and efficient service",1
Hospital #388,S07757,1,"Unresolved complaints",2
Hospital #388,S07758,3,"Medication explanation unclear",0
Hospital #388,S07759,2,"Billing issues unresolved",0
Hospital #388,S07760,2,"Rude front desk staff",1
Hospital #389,S07761,4,"Clean facilities",0
Hospital #389,S07762,4,"Very satisfied with treatment",1
Hospital #389,S07763,4,"Clean facilities",1
Hospital #389,S07764,4,"Would recommend to friends",1
Hospital #389,S07765,4,"Nursing staff was attentive",0
Hospital #389,S07766,5,"Would recommend to friends",0
Hospital #389,S07767,4,"Would recommend to friends",0
Hospital #389,S07768,4,"Clean facilities",1
Hospital #389,S07769,5,"Good experience overall",0
Hospital #389,S07770,5,"Would recommend to friends",1
Hospital #389,S07771,4,"Quick and efficient service",0
Hospital #389,S07772,4,"Excellent care from Dr. Smith",0
Hospital #389,S07773,4,"Good experience overall",0
Hospital #389,S07774,4,"Clean facilities",1
Hospital #389,S07775,4,"Professional environment",0
Hospital #389,S07776,4,"Clean facilities",1
Hospital #389,S07777,2,"Long wait time in ER",1
Hospital #389,S07778,2,"Billing issues unresolved",0
Hospital #389,S07779,1,"Average service at best",0
Hospital #389,S07780,2,"Unresolved complaints",2
Hospital #390,S07781,4,"Excellent care from Dr. Smith",1
Hospital #390,S07782,4,"Clean facilities",1
Hospital #390,S07783,5,"Excellent care from Dr. Smith",0
Hospital #390,S07784,5,"Very satisfied with treatment",1
Hospital #390,S07785,4,"Very satisfied with treatment",1
Hospital #390,S07786,5,"Clean facilities",0
Hospital #390,S07787,4,"Good experience overall",0
Hospital #390,S07788,4,"Would recommend to friends",1
Hospital #390,S07789,4,"Excellent care from Dr. Smith",1
Hospital #390,S07790,5,"Nursing staff was attentive",0
Hospital #390,S07791,4,"Nursing staff was attentive",0
Hospital #390,S07792,4,"Clean facilities",0
Hospital #390,S07793,4,"Very satisfied with treatment",0
Hospital #390,S07794,5,"Quick and efficient service",0
Hospital #390,S07795,4,"Nursing staff was attentive",1
Hospital #390,S07796,4,"Quick and efficient service",0
Hospital #390,S07797,1,"Discharged too early",1
Hospital #390,S07798,2,"Discharged too early",0
Hospital #390,S07799,1,"Rude front desk staff",0
Hospital #390,S07800,2,"Long wait time in ER",2
Hospital #391,S07801,4,"Clean facilities",0
Hospital #391,S07802,5,"Quick and efficient service",1
Hospital #391,S07803,5,"Very satisfied with treatment",0
Hospital #391,S07804,5,"Quick and efficient service",1
Hospital #391,S07805,4,"Very satisfied with treatment",0
Hospital #391,S07806,5,"Very satisfied with treatment",0
Hospital #391,S07807,4,"Clean facilities",1
Hospital #391,S07808,5,"Excellent care from Dr. Smith",0
Hospital #391,S07809,5,"Good experience overall",1
Hospital #391,S07810,4,"Professional environment",1
Hospital #391,S07811,5,"Professional environment",0
Hospital #391,S07812,5,"Very satisfied with treatment",0
Hospital #391,S07813,5,"Quick and efficient service",1
Hospital #391,S07814,5,"Clean facilities",1
Hospital #391,S07815,5,"Would recommend to friends",1
Hospital #391,S07816,5,"Clean facilities",0
Hospital #391,S07817,1,"Rude front desk staff",2
Hospital #391,S07818,1,"Poor communication about diagnosis",2
Hospital #391,S07819,1,"Average service at best",0
Hospital #391,S07820,3,"Average service at best",2
Hospital #392,S07821,5,"Would recommend to friends",1
Hospital #392,S07822,4,"Nursing staff was attentive",1
Hospital #392,S07823,5,"Excellent care from Dr. Smith",1
Hospital #392,S07824,5,"Would recommend to friends",1
Hospital #392,S07825,4,"Very satisfied with treatment",0
Hospital #392,S07826,4,"Good experience overall",1
Hospital #392,S07827,5,"Clean facilities",0
Hospital #392,S07828,4,"Clean facilities",1
Hospital #392,S07829,4,"Professional environment",0
Hospital #392,S07830,4,"Would recommend to friends",0
Hospital #392,S07831,4,"Clean facilities",0
Hospital #392,S07832,5,"Quick and efficient service",1
Hospital #392,S07833,5,"Professional environment",1
Hospital #392,S07834,5,"Nursing staff was attentive",0
Hospital #392,S07835,4,"Would recommend to friends",0
Hospital #392,S07836,4,"Quick and efficient service",1
Hospital #392,S07837,1,"Discharged too early",0
Hospital #392,S07838,2,"Unresolved complaints",2
Hospital #392,S07839,1,"Long wait time in ER",1
Hospital #392,S07840,2,"Discharged too early",1
Hospital #393,S07841,5,"Clean facilities",1
Hospital #393,S07842,4,"Nursing staff was attentive",1
Hospital #393,S07843,5,"Very satisfied with treatment",1
Hospital #393,S07844,4,"Excellent care from Dr. Smith",0
Hospital #393,S07845,4,"Good experience overall",1
Hospital #393,S07846,5,"Would recommend to friends",1
Hospital #393,S07847,4,"Professional environment",0
Hospital #393,S07848,5,"Nursing staff was attentive",0
Hospital #393,S07849,5,"Nursing staff was attentive",0
Hospital #393,S07850,4,"Quick and efficient service",1
Hospital #393,S07851,4,"Quick and efficient service",0
Hospital #393,S07852,4,"Quick and efficient service",1
Hospital #393,S07853,4,"Nursing staff was attentive",1
Hospital #393,S07854,4,"Clean facilities",1
Hospital #393,S07855,4,"Professional environment",0
Hospital #393,S07856,4,"Clean facilities",1
Hospital #393,S07857,1,"Long wait time in ER",2
Hospital #393,S07858,1,"Medication explanation unclear",0
Hospital #393,S07859,2,"Billing issues unresolved",1
Hospital #393,S07860,2,"Discharged too early",1
Hospital #394,S07861,4,"Quick and efficient service",1
Hospital #394,S07862,4,"Nursing staff was attentive",0
Hospital #394,S07863,4,"Professional environment",1
Hospital #394,S07864,5,"Excellent care from Dr. Smith",0
Hospital #394,S07865,5,"Nursing staff was attentive",0
Hospital #394,S07866,4,"Clean facilities",1
Hospital #394,S07867,5,"Would recommend to friends",1
Hospital #394,S07868,5,"Quick and efficient service",1
Hospital #394,S07869,5,"Nursing staff was attentive",1
Hospital #394,S07870,4,"Quick and efficient service",0
Hospital #394,S07871,5,"Good experience overall",0
Hospital #394,S07872,4,"Clean facilities",1
Hospital #394,S07873,5,"Clean facilities",0
Hospital #394,S07874,5,"Clean facilities",0
Hospital #394,S07875,4,"Nursing staff was attentive",1
Hospital #394,S07876,5,"Clean facilities",0
Hospital #394,S07877,1,"Discharged too early",0
Hospital #394,S07878,1,"Long wait time in ER",2
Hospital #394,S07879,2,"Average service at best",1
Hospital #394,S07880,2,"Billing issues unresolved",1
Hospital #395,S07881,5,"Good experience overall",1
Hospital #395,S07882,5,"Would recommend to friends",0
Hospital #395,S07883,4,"Clean facilities",1
Hospital #395,S07884,5,"Very satisfied with treatment",0
Hospital #395,S07885,4,"Clean facilities",1
Hospital #395,S07886,5,"Good experience overall",0
Hospital #395,S07887,4,"Nursing staff was attentive",1
Hospital #395,S07888,4,"Clean facilities",1
Hospital #395,S07889,4,"Good experience overall",1
Hospital #395,S07890,5,"Would recommend to friends",1
Hospital #395,S07891,5,"Nursing staff was attentive",0
Hospital #395,S07892,4,"Very satisfied with treatment",1
Hospital #395,S07893,4,"Would recommend to friends",0
Hospital #395,S07894,4,"Nursing staff was attentive",1
Hospital #395,S07895,4,"Nursing staff was attentive",0
Hospital #395,S07896,5,"Very satisfied with treatment",0
Hospital #395,S07897,1,"Discharged too early",2
Hospital #395,S07898,3,"Medication explanation unclear",1
Hospital #395,S07899,2,"Unresolved complaints",2
Hospital #395,S07900,1,"Discharged too early",1
Hospital #396,S07901,4,"Very satisfied with treatment",1
Hospital #396,S07902,4,"Would recommend to friends",0
Hospital #396,S07903,4,"Excellent care from Dr. Smith",1
Hospital #396,S07904,4,"Good experience overall",0
Hospital #396,S07905,4,"Nursing staff was attentive",1
Hospital #396,S07906,4,"Nursing staff was attentive",1
Hospital #396,S07907,5,"Would recommend to friends",0
Hospital #396,S07908,5,"Nursing staff was attentive",0
Hospital #396,S07909,4,"Excellent care from Dr. Smith",1
Hospital #396,S07910,5,"Nursing staff was attentive",0
Hospital #396,S07911,4,"Would recommend to friends",1
Hospital #396,S07912,4,"Excellent care from Dr. Smith",0
Hospital #396,S07913,4,"Good experience overall",0
Hospital #396,S07914,5,"Would recommend to friends",0
Hospital #396,S07915,5,"Professional environment",1
Hospital #396,S07916,4,"Very satisfied with treatment",0
Hospital #396,S07917,1,"Poor communication about diagnosis",2
Hospital #396,S07918,2,"Average service at best",1
Hospital #396,S07919,2,"Poor communication about diagnosis",1
Hospital #396,S07920,2,"Long wait time in ER",2
Hospital #397,S07921,5,"Very satisfied with treatment",1
Hospital #397,S07922,4,"Nursing staff was attentive",1
Hospital #397,S07923,4,"Nursing staff was attentive",1
Hospital #397,S07924,5,"Good experience overall",0
Hospital #397,S07925,5,"Excellent care from Dr. Smith",0
Hospital #397,S07926,5,"Very satisfied with treatment",1
Hospital #397,S07927,4,"Clean facilities",1
Hospital #397,S07928,5,"Excellent care from Dr. Smith",1
Hospital #397,S07929,4,"Clean facilities",0
Hospital #397,S07930,5,"Quick and efficient service",0
Hospital #397,S07931,5,"Clean facilities",0
Hospital #397,S07932,4,"Professional environment",1
Hospital #397,S07933,4,"Excellent care from Dr. Smith",0
Hospital #397,S07934,5,"Would recommend to friends",1
Hospital #397,S07935,4,"Clean facilities",1
Hospital #397,S07936,5,"Very satisfied with treatment",1
Hospital #397,S07937,2,"Discharged too early",1
Hospital #397,S07938,2,"Discharged too early",1
Hospital #397,S07939,1,"Unresolved complaints",2
Hospital #397,S07940,1,"Medication explanation unclear",2
Hospital #398,S07941,4,"Would recommend to friends",1
Hospital #398,S07942,5,"Good experience overall",0
Hospital #398,S07943,5,"Very satisfied with treatment",0
Hospital #398,S07944,4,"Good experience overall",0
Hospital #398,S07945,5,"Clean facilities",1
Hospital #398,S07946,4,"Nursing staff was attentive",1
Hospital #398,S07947,4,"Professional environment",0
Hospital #398,S07948,5,"Good experience overall",1
Hospital #398,S07949,4,"Nursing staff was attentive",0
Hospital #398,S07950,4,"Professional environment",0
Hospital #398,S07951,5,"Good experience overall",1
Hospital #398,S07952,4,"Excellent care from Dr. Smith",0
Hospital #398,S07953,5,"Quick and efficient service",0
Hospital #398,S07954,4,"Good experience overall",1
Hospital #398,S07955,4,"Quick and efficient service",0
Hospital #398,S07956,5,"Good experience overall",1
Hospital #398,S07957,2,"Discharged too early",1
Hospital #398,S07958,3,"Long wait time in ER",1
Hospital #398,S07959,3,"Poor communication about diagnosis",0
Hospital #398,S07960,1,"Poor communication about diagnosis",2
Hospital #399,S07961,4,"Excellent care from Dr. Smith",0
Hospital #399,S07962,4,"Nursing staff was attentive",0
Hospital #399,S07963,4,"Good experience overall",0
Hospital #399,S07964,5,"Very satisfied with treatment",0
Hospital #399,S07965,4,"Nursing staff was attentive",0
Hospital #399,S07966,4,"Good experience overall",0
Hospital #399,S07967,5,"Professional environment",1
Hospital #399,S07968,4,"Professional environment",1
Hospital #399,S07969,5,"Nursing staff was attentive",1
Hospital #399,S07970,5,"Would recommend to friends",0
Hospital #399,S07971,5,"Excellent care from Dr. Smith",0
Hospital #399,S07972,5,"Very satisfied with treatment",1
Hospital #399,S07973,5,"Would recommend to friends",1
Hospital #399,S07974,5,"Very satisfied with treatment",0
Hospital #399,S07975,4,"Nursing staff was attentive",1
Hospital #399,S07976,4,"Would recommend to friends",1
Hospital #399,S07977,2,"Discharged too early",2
Hospital #399,S07978,2,"Medication explanation unclear",1
Hospital #399,S07979,1,"Discharged too early",2
Hospital #399,S07980,1,"Billing issues unresolved",1
Hospital #400,S07981,4,"Excellent care from Dr. Smith",1
Hospital #400,S07982,5,"Professional environment",1
Hospital #400,S07983,4,"Would recommend to friends",1
Hospital #400,S07984,4,"Would recommend to friends",1
Hospital #400,S07985,4,"Quick and efficient service",0
Hospital #400,S07986,4,"Good experience overall",1
Hospital #400,S07987,5,"Professional environment",0
Hospital #400,S07988,5,"Good experience overall",0
Hospital #400,S07989,5,"Nursing staff was attentive",0
Hospital #400,S07990,5,"Would recommend to friends",1
Hospital #400,S07991,5,"Excellent care from Dr. Smith",1
Hospital #400,S07992,4,"Clean facilities",1
Hospital #400,S07993,4,"Professional environment",0
Hospital #400,S07994,5,"Quick and efficient service",0
Hospital #400,S07995,4,"Very satisfied with treatment",0
Hospital #400,S07996,5,"Very satisfied with treatment",0
Hospital #400,S07997,2,"Poor communication about diagnosis",2
Hospital #400,S07998,3,"Medication explanation unclear",0
Hospital #400,S07999,3,"Medication explanation unclear",1
Hospital #400,S08000,2,"Rude front desk staff",0
Hospital #401,S08001,4,"Excellent care from Dr. Smith",0
Hospital #401,S08002,4,"Very satisfied with treatment",1
Hospital #401,S08003,5,"Very satisfied with treatment",1
Hospital #401,S08004,4,"Quick and efficient service",1
Hospital #401,S08005,4,"Very satisfied with treatment",1
Hospital #401,S08006,4,"Quick and efficient service",0
Hospital #401,S08007,5,"Nursing staff was attentive",0
Hospital #401,S08008,5,"Very satisfied with treatment",1
Hospital #401,S08009,5,"Good experience overall",1
Hospital #401,S08010,4,"Clean facilities",0
Hospital #401,S08011,5,"Would recommend to friends",0
Hospital #401,S08012,5,"Professional environment",0
Hospital #401,S08013,5,"Clean facilities",1
Hospital #401,S08014,4,"Professional environment",1
Hospital #401,S08015,5,"Good experience overall",0
Hospital #401,S08016,5,"Would recommend to friends",1
Hospital #401,S08017,3,"Billing issues unresolved",1
Hospital #401,S08018,3,"Average service at best",2
Hospital #401,S08019,3,"Medication explanation unclear",0
Hospital #401,S08020,1,"Long wait time in ER",1
Hospital #402,S08021,4,"Would recommend to friends",0
Hospital #402,S08022,5,"Clean facilities",0
Hospital #402,S08023,4,"Very satisfied with treatment",1
Hospital #402,S08024,5,"Clean facilities",0
Hospital #402,S08025,5,"Nursing staff was attentive",1
Hospital #402,S08026,5,"Excellent care from Dr. Smith",0
Hospital #402,S08027,5,"Would recommend to friends",1
Hospital #402,S08028,4,"Would recommend to friends",0
Hospital #402,S08029,5,"Nursing staff was attentive",0
Hospital #402,S08030,5,"Professional environment",0
Hospital #402,S08031,5,"Good experience overall",1
Hospital #402,S08032,5,"Professional environment",1
Hospital #402,S08033,5,"Quick and efficient service",1
Hospital #402,S08034,5,"Professional environment",0
Hospital #402,S08035,4,"Nursing staff was attentive",1
Hospital #402,S08036,5,"Excellent care from Dr. Smith",1
Hospital #402,S08037,1,"Medication explanation unclear",2
Hospital #402,S08038,3,"Unresolved complaints",0
Hospital #402,S08039,1,"Medication explanation unclear",2
Hospital #402,S08040,2,"Medication explanation unclear",1
Hospital #403,S08041,5,"Good experience overall",1
Hospital #403,S08042,5,"Excellent care from Dr. Smith",1
Hospital #403,S08043,4,"Excellent care from Dr. Smith",0
Hospital #403,S08044,4,"Professional environment",0
Hospital #403,S08045,5,"Quick and efficient service",1
Hospital #403,S08046,4,"Professional environment",1
Hospital #403,S08047,4,"Quick and efficient service",0
Hospital #403,S08048,4,"Professional environment",0
Hospital #403,S08049,4,"Excellent care from Dr. Smith",1
Hospital #403,S08050,4,"Clean facilities",1
Hospital #403,S08051,5,"Good experience overall",1
Hospital #403,S08052,4,"Quick and efficient service",1
Hospital #403,S08053,5,"Excellent care from Dr. Smith",0
Hospital #403,S08054,4,"Good experience overall",1
Hospital #403,S08055,5,"Professional environment",1
Hospital #403,S08056,5,"Good experience overall",1
Hospital #403,S08057,2,"Medication explanation unclear",1
Hospital #403,S08058,3,"Medication explanation unclear",1
Hospital #403,S08059,1,"Poor communication about diagnosis",1
Hospital #403,S08060,1,"Billing issues unresolved",2
Hospital #404,S08061,5,"Excellent care from Dr. Smith",0
Hospital #404,S08062,5,"Nursing staff was attentive",0
Hospital #404,S08063,4,"Nursing staff was attentive",0
Hospital #404,S08064,5,"Quick and efficient service",0
Hospital #404,S08065,4,"Would recommend to friends",0
Hospital #404,S08066,4,"Good experience overall",0
Hospital #404,S08067,5,"Clean facilities",0
Hospital #404,S08068,4,"Nursing staff was attentive",1
Hospital #404,S08069,5,"Nursing staff was attentive",1
Hospital #404,S08070,4,"Clean facilities",0
Hospital #404,S08071,4,"Good experience overall",0
Hospital #404,S08072,4,"Would recommend to friends",1
Hospital #404,S08073,4,"Good experience overall",0
Hospital #404,S08074,5,"Would recommend to friends",0
Hospital #404,S08075,5,"Excellent care from Dr. Smith",1
Hospital #404,S08076,4,"Very satisfied with treatment",0
Hospital #404,S08077,2,"Long wait time in ER",1
Hospital #404,S08078,2,"Billing issues unresolved",0
Hospital #404,S08079,1,"Average service at best",1
Hospital #404,S08080,1,"Average service at best",0
Hospital #405,S08081,4,"Excellent care from Dr. Smith",0
Hospital #405,S08082,4,"Good experience overall",1
Hospital #405,S08083,4,"Clean facilities",0
Hospital #405,S08084,4,"Good experience overall",1
Hospital #405,S08085,4,"Good experience overall",1
Hospital #405,S08086,4,"Very satisfied with treatment",0
Hospital #405,S08087,4,"Professional environment",0
Hospital #405,S08088,5,"Very satisfied with treatment",1
Hospital #405,S08089,5,"Clean facilities",1
Hospital #405,S08090,4,"Clean facilities",1
Hospital #405,S08091,4,"Professional environment",1
Hospital #405,S08092,5,"Very satisfied with treatment",1
Hospital #405,S08093,4,"Nursing staff was attentive",0
Hospital #405,S08094,5,"Professional environment",1
Hospital #405,S08095,4,"Good experience overall",1
Hospital #405,S08096,4,"Nursing staff was attentive",1
Hospital #405,S08097,2,"Medication explanation unclear",2
Hospital #405,S08098,3,"Rude front desk staff",2
Hospital #405,S08099,2,"Discharged too early",1
Hospital #405,S08100,3,"Medication explanation unclear",0
Hospital #406,S08101,4,"Excellent care from Dr. Smith",1
Hospital #406,S08102,5,"Would recommend to friends",0
Hospital #406,S08103,5,"Good experience overall",1
Hospital #406,S08104,4,"Professional environment",0
Hospital #406,S08105,5,"Excellent care from Dr. Smith",1
Hospital #406,S08106,4,"Nursing staff was attentive",0
Hospital #406,S08107,4,"Quick and efficient service",1
Hospital #406,S08108,5,"Would recommend to friends",0
Hospital #406,S08109,5,"Excellent care from Dr. Smith",1
Hospital #406,S08110,4,"Quick and efficient service",0
Hospital #406,S08111,4,"Nursing staff was attentive",0
Hospital #406,S08112,4,"Nursing staff was attentive",0
Hospital #406,S08113,5,"Good experience overall",0
Hospital #406,S08114,4,"Very satisfied with treatment",0
Hospital #406,S08115,5,"Quick and efficient service",0
Hospital #406,S08116,4,"Very satisfied with treatment",1
Hospital #406,S08117,1,"Rude front desk staff",1
Hospital #406,S08118,3,"Discharged too early",0
Hospital #406,S08119,1,"Billing issues unresolved",0
Hospital #406,S08120,3,"Rude front desk staff",0
Hospital #407,S08121,4,"Excellent care from Dr. Smith",1
Hospital #407,S08122,4,"Very satisfied with treatment",0
Hospital #407,S08123,5,"Quick and efficient service",0
Hospital #407,S08124,5,"Excellent care from Dr. Smith",1
Hospital #407,S08125,4,"Would recommend to friends",1
Hospital #407,S08126,4,"Excellent care from Dr. Smith",1
Hospital #407,S08127,5,"Very satisfied with treatment",0
Hospital #407,S08128,4,"Good experience overall",1
Hospital #407,S08129,5,"Nursing staff was attentive",1
Hospital #407,S08130,5,"Excellent care from Dr. Smith",1
Hospital #407,S08131,5,"Good experience overall",1
Hospital #407,S08132,5,"Clean facilities",1
Hospital #407,S08133,5,"Good experience overall",1
Hospital #407,S08134,5,"Good experience overall",1
Hospital #407,S08135,4,"Good experience overall",1
Hospital #407,S08136,5,"Very satisfied with treatment",1
Hospital #407,S08137,2,"Poor communication about diagnosis",0
Hospital #407,S08138,3,"Discharged too early",0
Hospital #407,S08139,2,"Average service at best",1
Hospital #407,S08140,2,"Medication explanation unclear",2
Hospital #408,S08141,4,"Would recommend to friends",1
Hospital #408,S08142,5,"Good experience overall",1
Hospital #408,S08143,5,"Professional environment",1
Hospital #408,S08144,5,"Clean facilities",1
Hospital #408,S08145,5,"Professional environment",0
Hospital #408,S08146,4,"Clean facilities",0
Hospital #408,S08147,4,"Good experience overall",1
Hospital #408,S08148,4,"Excellent care from Dr. Smith",1
Hospital #408,S08149,4,"Would recommend to friends",1
Hospital #408,S08150,5,"Very satisfied with treatment",1
Hospital #408,S08151,5,"Nursing staff was attentive",0
Hospital #408,S08152,5,"Very satisfied with treatment",1
Hospital #408,S08153,4,"Excellent care from Dr. Smith",0
Hospital #408,S08154,5,"Would recommend to friends",1
Hospital #408,S08155,5,"Very satisfied with treatment",1
Hospital #408,S08156,5,"Would recommend to friends",0
Hospital #408,S08157,1,"Medication explanation unclear",1
Hospital #408,S08158,3,"Unresolved complaints",1
Hospital #408,S08159,3,"Long wait time in ER",0
Hospital #408,S08160,2,"Long wait time in ER",1
Hospital #409,S08161,4,"Professional environment",1
Hospital #409,S08162,5,"Nursing staff was attentive",0
Hospital #409,S08163,4,"Would recommend to friends",0
Hospital #409,S08164,4,"Clean facilities",0
Hospital #409,S08165,4,"Very satisfied with treatment",0
Hospital #409,S08166,5,"Good experience overall",0
Hospital #409,S08167,4,"Very satisfied with treatment",1
Hospital #409,S08168,5,"Excellent care from Dr. Smith",1
Hospital #409,S08169,4,"Professional environment",1
Hospital #409,S08170,4,"Nursing staff was attentive",1
Hospital #409,S08171,5,"Professional environment",0
Hospital #409,S08172,5,"Nursing staff was attentive",1
Hospital #409,S08173,4,"Clean facilities",1
Hospital #409,S08174,4,"Excellent care from Dr. Smith",0
Hospital #409,S08175,4,"Nursing staff was attentive",0
Hospital #409,S08176,5,"Nursing staff was attentive",1
Hospital #409,S08177,3,"Medication explanation unclear",2
Hospital #409,S08178,2,"Discharged too early",0
Hospital #409,S08179,1,"Medication explanation unclear",2
Hospital #409,S08180,3,"Poor communication about diagnosis",0
Hospital #410,S08181,4,"Excellent care from Dr. Smith",1
Hospital #410,S08182,5,"Quick and efficient service",0
